score,budget_x,revenue,country,top_genre,top_lang,year
high,0.3295652159338374,0.23095009655392762,JP,Animation, Japanese,0.6916666666666682
low,0.3913043465028355,0.25481806596652684,AU,Adventure, English,0.8499999999999996
low,0.0032608673983931897,0.04224643726202041,AU,Horror, English,0.9916666666666689
low,0.2456521722731569,0.18764697877323458,US,Western, English,0.9916666666666689
high,0.33726086812448014,0.10360663873393132,AU,Thriller, French,0.9916666666666689
high,0.16043478078355386,0.11846343562586345,ES,Drama, Spanish,0.9916666666666689
high,0.0619984123086922,0.0017101582565195973,AU,Drama, English,1.0000000000000018
high,0.3099999985,0.1794290226633066,AU,Comedy, English,0.9916666666666689
high,0.3195652159120983,0.24667428427703356,AU,Animation, English,0.9916666666666689
high,0.18673912866682418,0.08158650728860933,AU,Action, English,0.9916666666666689
low,0.2704347810226843,0.1740124884908658,US,Animation, English,0.9916666666666689
high,0.28478260714083176,0.14753256365864192,AU,Action, English,0.9916666666666689
high,0.18478260692344045,0.13840493791149713,AU,Animation, English,0.9833333333333325
low,0.23043478093572778,0.20233122103911555,GB,Horror, English,0.9916666666666689
low,0.10869565023629489,0.16821554206421438,AU,Animation, English,0.8166666666666682
high,0.2891304332372401,0.1393595521494472,FR,Drama, French,1.0000000000000018
low,0.00018618260910039698,0.08375700327677199,US,Thriller, English,0.9916666666666689
low,0.013478258724952737,0.02009400298031195,other,War,other,1.0000000000000018
low,0.22999999832608695,0.22814782637794515,MX,Comedy, Spanish,1.0000000000000018
low,0.25217391141776935,0.19058179353357466,AU,Animation, English,0.9916666666666689
high,0.10869565023629489,0.012244733116680317,AU,Action, English,1.0000000000000018
high,0.3113043463289225,0.17608767400748246,US,Science Fiction, English,1.0000000000000018
high,0.05434782403119092,0.039299436734820344,AU,Action, English,0.9916666666666689
low,0.0869565197542533,0.00454218032931605,AU,Comedy, English,0.9916666666666689
low,0.17391304168241964,0.17855047250225833,ES,Thriller,other,0.9916666666666689
low,0.25695652012381853,0.10512396453910788,GB,Horror, English,0.9916666666666689
high,0.05905347621533364,0.013137685067657346,AU,Animation, Japanese,0.9833333333333325
high,0.3239130420085066,0.37961174876341697,MX,Comedy, Spanish,1.0000000000000018
high,0.0037054326167509405,0.07632361277624565,MX,Horror, Spanish,0.9916666666666689
high,0.2133478243768431,0.16908633330565911,ES,Animation, Spanish,0.9916666666666689
high,0.2756521723383743,0.3369886917625418,US,Action, English,1.0000000000000018
high,0.19478260694517957,0.1256603380547946,AU,Animation, Japanese,1.0000000000000018
low,0.05217391098298676,0.07039339761582447,AU,Comedy, English,0.9666666666666668
low,0.19043478084877125,0.27973432914489604,other,Horror, Spanish,0.9916666666666689
high,0.23913043312854443,0.021637824540982085,AU,Drama, English,1.0000000000000018
low,0.1608695633931947,0.06256511029949904,AU,Action, English,0.9916666666666689
low,0.020869563088846875,0.0017980053238088446,AU,Action, English,0.9916666666666689
high,0.10869565023629489,0.24798465343382647,US,Action, English,0.9916666666666689
low,0.12630434592674858,0.22290812557910705,other,Comedy,other,0.9833333333333325
low,0.0063848321877931135,0.005913382825171904,AU,Animation, Japanese,0.9916666666666689
low,0.21739130264650283,0.2992621427117447,AU,Adventure, English,0.8250000000000011
low,0.25891304186720226,0.2610758538006311,KR,Action, Korean,1.0000000000000018
high,0.11752173721200378,0.16850066012758563,US,Horror, English,1.0000000000000018
low,0.23913043312854443,0.1733633913575961,AU,Science Fiction, English,0.9833333333333325
high,0.2717391288516068,0.33398554482440296,AU,Adventure, English,0.8166666666666682
low,0.2208695635236295,0.12121114539167421,AU,Comedy, English,0.9916666666666689
high,0.260869563610586,0.13704863294624547,AU,Action, English,0.9916666666666689
low,0.19565217216446124,0.06943242521469564,AU,Animation, English,0.9916666666666689
high,0.32608695505671076,0.02019806180062236,AU,Science Fiction, English,0.9916666666666689
high,0.16413043296550095,0.1743424531971054,FR,Drama, French,0.9916666666666689
high,0.11002173719569942,9.51976695074199e-06,ES,Action, Spanish,0.9916666666666689
low,0.3269565202759924,0.11196270188896208,AU,Action, English,1.0000000000000018
high,0.4347826074669187,0.1383723744461031,AU,Fantasy, English,0.9916666666666689
low,0.38043478126181474,0.1311832877824359,AU,Animation, English,0.9500000000000011
low,0.005434780446597349,0.08550271373966105,US,Thriller, English,0.9916666666666689
low,0.214869563510586,0.11595665138188554,other,Action, Indonesian,0.9916666666666689
low,0.35869565077977317,0.22166478067107834,AU,Adventure, English,0.9249999999999989
low,0.302173911526465,0.13882685522774924,AU,Horror, Norwegian,1.0000000000000018
high,2.5652173968809074e-07,0.026381787263860847,KR,Romance, Korean,0.9916666666666689
low,0.1717391286342155,0.27314319281701954,US,Animation, English,0.9916666666666689
high,0.25434782446597354,0.17824113839275577,AU,Thriller, English,1.0000000000000018
low,0.0576592818644767,0.0010705481235684263,AU,Drama, French,1.0000000000000018
low,0.13043478071833647,0.04310866273119622,AU,Animation, English,0.8833333333333346
low,0.24217391139603023,0.1756133269330273,AU,Thriller, English,1.0000000000000018
low,0.32608695505671076,0.3032940997194497,AU,Adventure, English,0.8499999999999996
low,0.005217389141776933,0.000130147147700957,ES,Thriller, Spanish,0.9916666666666689
high,0.11193449154768367,0.0032741886204943646,AU,Horror, English,0.9916666666666689
low,0.2895652158468809,0.17595653182130153,JP,Action, Japanese,0.9916666666666689
low,0.2534782592466919,0.2007409273643574,MX,Comedy, Spanish,1.0000000000000018
low,0.2565217375141777,0.11142016416940545,ES,Action, Spanish,0.9916666666666689
high,0.3908695638931947,0.20549974691607384,US,Drama, English,0.6333333333333346
low,0.5434782598771266,0.317888002670211,AU,Adventure, English,0.8833333333333346
high,0.3199999985217391,0.35987315176125717,US,Drama, Dutch,1.0000000000000018
low,0.19173912867769374,0.12578688559299087,US,Thriller, English,0.9916666666666689
low,0.2125217374185255,0.13153629242477063,US,Horror, English,0.9916666666666689
low,0.08545036975097907,0.012679173853438575,other,Drama, Portuguese,0.9416666666666682
low,0.4891304336720227,0.5182122270592467,AU,Science Fiction, English,0.9083333333333332
low,0.13043478071833647,0.01661775006376787,AU,Science Fiction, English,0.9083333333333332
high,0.29999999847826087,0.1388630505220295,IT,Romance, Italian,0.9916666666666689
high,0.3043478245746692,0.09177205595019697,AU,Adventure, English,0.9249999999999989
low,0.3086956506710775,0.16826601540137195,AU,War, English,0.9916666666666689
high,0.4456521727079395,0.06100471846823084,US,Adventure, English,1.0000000000000018
low,0.4347826074669187,0.24839347545265142,AU,Action, English,0.9833333333333325
high,0.21739130264650283,0.13332945670099325,AU,Crime, English,0.9249999999999989
low,0.3173913028638941,0.1604151108316661,US,Comedy, English,1.0000000000000018
high,0.25913043317202267,0.12965557358672697,AU,Animation, Spanish,0.9916666666666689
low,0.056521737079395076,0.015406429237219079,AU,Drama, English,0.8916666666666675
low,0.028260867452741013,0.006107552483458883,AU,Drama, English,0.8916666666666675
high,0.28260869409262757,0.2700656977747735,AU,Adventure, English,0.8416666666666668
low,0.009999997847826082,0.0002502874753797152,AU,Thriller, English,0.9916666666666689
low,0.1499999981521739,0.05472506420862711,AU,Action,other,0.9916666666666689
low,0.06227825883103969,0.006372804869678099,AU,Drama, Korean,1.0000000000000018
low,0.03695651964555765,0.055217843573990025,AU,Horror, English,0.9916666666666689
low,0.12486956331493383,0.2357737514886526,US,Family, English,0.9916666666666689
high,0.4347826074669187,0.0004242087230968413,US,Action, English,1.0000000000000018
high,0.8695652171077505,0.9558867171141509,AU,Adventure, English,0.9666666666666668
high,0.5759565208172968,0.05994788711359998,US,Animation, English,1.0000000000000018
low,0.16173912861247636,0.16634138715559088,US,Horror, Spanish,0.9916666666666689
low,0.32608695505671076,0.32137972855140945,AU,Adventure, English,0.8666666666666689
low,0.15217391120037807,0.023816727598727466,AU,Action, English,0.9916666666666689
high,0.27739130277693763,0.2337942006895874,US,Family, English,0.9500000000000011
low,0.2869565201890359,0.12060075071309513,AU,Family, English,0.9916666666666689
low,0.05265228054924408,0.004264200945351816,AU,Romance, English,0.9916666666666689
high,0.021739128308128536,0.0055485410830425266,AU,Thriller, English,0.9916666666666689
high,0.20652173740548202,0.03135392107988904,AU,Action, English,0.47499999999999964
high,0.03260869354914933,0.025056902557411907,AU,Action, English,0.47499999999999964
high,0.24260869400567106,0.182767641017271,US,Romance, Polish,0.9916666666666689
low,0.0869565197542533,0.0,AU,Fantasy, English,0.9916666666666689
high,0.16304347644139885,0.055668879002406246,AU,Action, English,0.9916666666666689
low,0.4347826074669187,0.19159087063426944,AU,Animation, English,0.9000000000000004
high,0.5652173903591682,0.1996702940749078,AU,Animation, English,0.9000000000000004
high,0.36956521602079395,0.12021862488031142,AU,Thriller, English,1.0000000000000018
low,0.0869565197542533,0.19522993930443813,AU,Drama, English,0.9333333333333353
high,0.2717391288516068,0.45883929747730395,AU,Fantasy, English,0.9000000000000004
low,0.05434782403119092,0.07289378689401792,AU,Drama, English,0.9000000000000004
low,0.2499999983695652,0.19170317193853198,AU,Animation, English,0.8166666666666682
high,0.31086956371928165,0.17380848261794432,AU,Animation, English,0.9916666666666689
high,0.21739130264650283,0.13011871905619557,US,Action, English,0.9916666666666689
low,0.33695652029773154,0.16008581158220728,AU,Action, English,0.9833333333333325
high,0.04347825879017012,0.05527141681240972,AU,Action, English,1.0000000000000018
high,0.32608695505671076,0.1478345053012522,AU,Action, English,0.9833333333333325
low,0.15217391120037807,0.046733574779723765,AU,Action, English,0.9833333333333325
low,0.4347826074669187,0.07482568255991959,AU,Animation, English,0.9916666666666689
low,0.22260869396219282,0.17185150734439814,other,Thriller, Dutch,0.9916666666666689
high,0.38782608562570886,0.11096748630499967,US,Romance, Spanish,1.0000000000000018
high,0.3247826072277883,0.1457655049482051,other,Thriller, Danish,0.9916666666666689
low,0.0178783104736485,0.034975808132086124,AU,Animation, Japanese,1.0000000000000018
low,0.6521739122873346,0.3286924169030666,AU,Adventure, English,0.8666666666666689
high,0.1895652156294896,0.13263576281317965,other,Animation, Turkish,0.9916666666666689
low,0.2978260854300567,0.25663449851917497,AU,Fantasy, English,0.9916666666666689
high,0.013739128290737236,4.7354282123027645e-05,US,Horror, English,0.9916666666666689
low,0.15217391120037807,0.31988646248389957,AU,Animation, English,0.8416666666666668
high,0.06521738927221171,0.009958703009493336,AU,Action, English,0.9916666666666689
high,0.11956521547731569,0.1272306499668582,AU,Drama, English,0.9583333333333339
low,0.03378478050822778,0.013044748569396697,ES,Comedy, Spanish,0.9916666666666689
low,0.4347826074669187,0.21418133883204576,AU,War, Chinese,0.9916666666666689
low,0.19565217216446124,0.12844685055897614,AU,Action, English,0.9583333333333339
low,0.5434782598771266,0.3264028118810602,AU,Adventure, English,0.8916666666666675
high,0.2526086940274102,0.1957111768117278,AU,Crime, English,0.9916666666666689
low,0.03924493704183682,0.006567007705035254,KR,Action, Korean,0.9916666666666689
high,0.23260869398393194,0.10164416714856134,US,Thriller, English,1.0000000000000018
high,0.13782608508223063,0.00386495765973429,AU,Action, English,0.9916666666666689
low,0.43695652051512285,0.5367584257255281,KR,Drama, Korean,0.9749999999999996
high,4.347608705103497e-05,0.07244312475894593,GB,Horror, English,0.9916666666666689
high,0.04347825879017012,0.03312946210687189,AU,Drama, English,0.9500000000000011
high,0.4347826074669187,0.1374049769119982,AU,Science Fiction, English,0.9833333333333325
high,0.23695652008034027,0.20184118565687834,JP,Animation, Japanese,0.9916666666666689
low,0.03260869354914933,0.028962446034921572,AU,Drama, English,0.9916666666666689
high,0.0021739108742911107,0.00012136514302207757,AU,Horror, English,0.9916666666666689
high,0.0869565197542533,0.06849746151598896,AU,Horror, English,0.9833333333333325
low,0.007608693494801508,0.003525743665173812,HK,Drama, Cantonese,0.9000000000000004
low,0.013913041334593569,0.0030448139863703248,US,Science Fiction, English,0.9916666666666689
low,0.11956521547731569,0.028562467723285394,AU,Action, English,0.9833333333333325
low,0.04347825879017012,0.041773429309886444,AU,Action, English,0.9833333333333325
low,0.3043478245746692,0.22403457056732148,AU,Adventure, English,0.8333333333333339
low,0.13913043291115312,0.026821472577147537,AU,Family, English,0.9833333333333325
low,0.3239130420085066,0.1800993399190675,GB,Fantasy, English,0.9916666666666689
high,0.4347826074669187,0.07986549670982551,AU,Comedy, English,0.9833333333333325
high,0.4021739117438563,0.05715271491525804,AU,Action, English,0.9833333333333325
high,0.25869565056238186,0.199405885412366,JP,Animation, Japanese,0.9916666666666689
low,0.15217391120037807,0.08573340950524141,AU,Animation, English,0.9916666666666689
low,0.015804345686531183,0.0004000412454600181,US,Thriller, English,0.9249999999999989
low,0.001964893482532377,0.006785907961869762,JP,Action, Japanese,0.9249999999999989
high,0.8239130430954631,0.3576672184893599,AU,Adventure, English,0.9000000000000004
low,0.21130434611153118,0.1586754837437271,US,Horror, English,1.0000000000000018
high,0.20913043306332701,0.14097207357194128,AU,Romance, English,1.0000000000000018
low,0.38043478126181474,0.2728250596696619,AU,Family, English,0.9500000000000011
high,0.2526086940274102,0.22207146396598768,AU,Animation, English,0.9916666666666689
high,0.06521738927221171,0.12493422654388305,AU,Animation, English,0.7666666666666675
high,0.17826086777882796,0.0500329823515574,AU,Animation, English,0.9833333333333325
low,0.17391304168241964,0.17855047250225833,US,Thriller, English,0.9916666666666689
low,0.3114347811118147,0.2960391285248868,US,Drama, English,0.7666666666666675
high,0.26173912882986766,0.21004092167233507,JP,Fantasy, Japanese,0.9916666666666689
high,0.4347826074669187,0.7603314246478213,AU,Drama, English,0.7833333333333332
high,0.2717391288516068,0.26219295790444835,AU,Science Fiction, English,0.9249999999999989
high,0.05341412098568287,0.0020429352154025353,AU,Horror, English,0.9416666666666682
low,0.22826086788752362,0.12114949281840007,US,Action, English,0.9916666666666689
high,0.07704831495010503,6.676081598636073e-05,GB,Horror, English,0.9916666666666689
low,0.3782608682136106,0.1623808653052316,GB,Horror, English,0.9916666666666689
high,0.250434780979206,0.07555768064076905,AU,Action, Korean,0.9916666666666689
high,0.26695652014555765,0.1292856065687091,FR,Action, French,0.9916666666666689
low,0.2404347809574669,0.22574369123662366,US,Thriller, English,0.9916666666666689
low,2.2608695701323252e-07,3.2461881993603694e-05,AU,Thriller, English,0.9916666666666689
low,0.24260869400567106,0.2624165907164293,other,Documentary, Thai,0.9916666666666689
low,0.2856521723601134,0.2497344106099948,US,Animation, English,0.9916666666666689
low,0.04782608488657844,0.024267074859461266,US,Drama, English,0.9249999999999989
high,0.04350260009457087,0.004801118811252196,AU,Animation, Japanese,0.9833333333333325
low,0.23304347659357277,0.21623347319392913,JP,Animation, Japanese,0.9833333333333325
low,0.05434782403119092,0.014334235599376228,AU,Horror, English,0.9833333333333325
high,0.028668486149279315,0.002491330501502342,JP,Animation, Japanese,0.9916666666666689
high,0.1565217372967864,0.07349693912078697,AU,Mystery, English,0.9916666666666689
high,0.5652173903591682,0.5635770571141546,AU,Family, English,0.7583333333333346
high,0.17239130254867674,0.3373094881051492,AU,Family, English,0.7583333333333346
low,0.7934782604206049,0.4772425704197663,AU,Action, English,0.9333333333333353
high,0.04347825879017012,0.07116478406163808,AU,Drama, English,0.9416666666666682
high,0.4347826074669187,0.017016235749277756,AU,Animation, English,0.9833333333333325
low,0.4347826074669187,0.36448938522658436,AU,Adventure, English,0.8583333333333325
low,0.06521738927221171,0.024982266804685925,AU,Horror, English,0.9916666666666689
low,0.14130434595935726,0.13206401039172055,AU,Animation, English,0.8250000000000011
low,0.3034782593553875,0.11990199749309545,JP,Animation, Japanese,0.9833333333333325
low,0.0869565197542533,0.07228615911468522,AU,Animation, English,0.7249999999999996
low,0.35869565077977317,0.2586596142959826,AU,Comedy, English,0.8916666666666675
high,0.16304347644139885,0.06964247984896414,AU,Fantasy, English,0.9916666666666689
low,0.18478260692344045,0.10935288300425045,AU,Action, English,0.9749999999999996
high,0.41086956393667295,0.39974938136957555,JP,Animation, Japanese,0.9916666666666689
high,0.010869563067107745,0.021126676023754246,JP,Action, Japanese,0.9333333333333353
low,0.21130434611153118,0.21949863758292915,AU,Comedy, English,0.9916666666666689
high,0.31086956371928165,0.14385811420836742,US,Action, English,0.9916666666666689
low,0.22826086788752362,0.09268968069637246,AU,Romance, English,0.8916666666666675
low,0.3523913029399811,0.1497573529302566,AU,Romance, Polish,0.9916666666666689
high,0.11499999807608695,0.12592501069736484,other,Romance, German,1.0000000000000018
high,0.31899999851956523,0.10299378683156293,other,Horror, Polish,0.9916666666666689
high,0.22826086788752362,0.07794798012295098,other,Mystery, Spanish,0.9916666666666689
low,0.32608695505671076,0.34287393092372415,AU,Animation, English,0.9416666666666682
low,0.20130434608979206,0.14655071692902139,US,Fantasy, English,0.9166666666666661
low,0.26434782448771266,0.1175293631932337,AU,Action, Polish,0.9916666666666689
high,0.23913043312854443,0.11339258976511069,AU,Comedy, English,0.9833333333333325
low,0.19173912867769374,0.14678835525305992,MX,Comedy, Spanish,0.9916666666666689
low,0.03913043269376181,0.025206088896982698,US,Animation, English,0.9916666666666689
high,0.36956521602079395,0.21245514544764976,AU,Adventure, English,0.8916666666666675
high,0.04347825879017012,0.10837263363084781,AU,Horror, English,0.9166666666666661
low,0.4347826074669187,0.2601947388810424,AU,Action, English,0.9666666666666668
low,0.16804347645226841,0.19307114421906657,AU,Comedy, English,0.9916666666666689
low,0.07391304146502835,0.11913641723978169,AU,Action, English,0.9249999999999989
high,0.3869565204064272,0.18067897753821574,AU,Drama, English,1.0000000000000018
high,0.21739130264650283,0.04307158615816323,AU,Action, English,0.9916666666666689
low,0.5434782598771266,0.32162024178828985,AU,Action, English,0.9249999999999989
low,0.2921739115047259,0.2266063715394894,FR,Animation, French,0.9749999999999996
low,0.01707758264582083,0.00400522826025054,AU,Drama, English,0.9583333333333339
